id,name,album,artist,popularity,release_date,duration_ms,explicit,genre
3gbBpTdY8lnQwqxNCcf795,Pompeii,Bad Blood,Bastille,70,2013-01-01,214147,False,pop
7IWcDWOfiooH5hRs9XOVYz,Fresh Out The Slammer,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,77,2024-04-19,210789,False,pop
4k3lPl8YTKuY8c1HelVnm3,'Til You Can't,Human The Double Album,Cody Johnson,73,2021-10-08,224213,False,pop
7pvy3nhtBIQUakHS4OjFqB,Love You Again,Come Get Your Memory,Chase Matthew,72,2023-06-09,173636,False,pop
3Yt9lRtS5V4nbJnwcgFgvC,You Da One,Talk That Talk,Rihanna,74,2011-11-19,200013,True,pop
7uKcScNXuO3MWw6LowBjW1,"One, Two Step (feat. Missy Elliott)",Goodies,"Ciara, Missy Elliott",75,2004-09-27,203786,False,pop
3mHO1J6kfiArjBo1zhLFGP,Coming Down,House Of Balloons (Original),The Weeknd,74,2011-03-21,295435,False,pop
1xzBco0xcoJEDXktl7Jxrr,Mo Bamba,MUDBOY,Sheck Wes,76,2018-10-05,183906,True,pop
50kpGaPAhYJ3sGmk6vplg0,Love Yourself,Purpose (Deluxe),Justin Bieber,83,2015-11-13,233720,False,pop
1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,Spice,Spice Girls,81,1996-01-01,173026,False,pop
6Knv6wdA0luoMUuuoYi2i1,My House,My House,Flo Rida,77,2015-04-07,192190,False,pop
0xzBmAsCfu3AzX1W0GYtMJ,Guess,Brat and it’s the same but there’s three more songs so it’s not,Charli xcx,77,2024-06-10,142265,False,pop
6DHPLbudo5JXNdUlG7zDcC,Please Don't Go,Please Don't Go,Wyatt Flores,72,2022-07-15,181498,False,pop
6VObnIkLVruX4UVyxWhlqm,Skyfall,Skyfall,Adele,84,2012-10-04,286480,False,pop
3QGsuHI8jO1Rx4JWLUh9jd,Treat You Better,Illuminate,Shawn Mendes,84,2017-04-20,187973,False,pop
4wzjNqjKAKDU82e8uMhzmr,Face Down,Don't You Fake It,The Red Jumpsuit Apparatus,75,2006-01-01,192000,False,pop
7o9uu2GDtVDr9nsR7ZRN73,Time After Time,She's So Unusual,Cyndi Lauper,82,1983-10-14,241333,False,pop
1Iq8oo9XkmmvCQiGOfORiz,Is It Over Now? (Taylor's Version) (From The Vault),1989 (Taylor's Version),Taylor Swift,78,2023-10-26,229477,False,pop
6eT7xZZlB2mwyzJ2sUKG6w,White Iverson,Stoney - Deluxe,Post Malone,75,2016-12-09,256532,True,pop
1KxwZYyzWNyZSRyErj2ojT,Let Her Go,All The Little Lights,Passenger,74,2012-08-28,252733,False,pop
1fBl642IhJOE5U319Gy2Go,Animal,Habits,Neon Trees,71,2010-01-01,212293,False,pop
3WkibOpDF7cQ5xntM1epyf,It Wasn't Me,Hot Shot,"Shaggy, Rik Rok",78,2000-08-08,227600,False,pop
3fH4KjXFYMmljxrcGrbPj9,Don't You (Forget About Me),Once Upon A Time (Super Deluxe),Simple Minds,75,1985,263040,False,pop
0Hf4aIJpsN4Os2f0y0VqWl,Feel This Moment (feat. Christina Aguilera),Global Warming: Meltdown (Deluxe Version),"Pitbull, Christina Aguilera",80,2012,229506,False,pop
2p5LjvjZlMSxxwNUtDyG5x,All My Life,All My Life,"Falling In Reverse, Jelly Roll",74,2024-06-06,190230,True,pop
5vlEg2fT4cFWAqU5QptIpQ,Replay,Replay,Iyaz,73,2009-08-11,182306,False,pop
7hSdspr7RBzq8VYOSVwALb,This Damn Song,Pecos & the Rooftops,Pecos & the Rooftops,71,2023-06-23,280000,True,pop
6XaJfhwof7qIgbbXO5tIQI,Igual Que Un Ángel (with Peso Pluma),ORQUÍDEAS,"Kali Uchis, Peso Pluma",79,2024-01-12,260370,False,pop
6SRsiMl7w1USE4mFqrOhHC,brutal,SOUR,Olivia Rodrigo,77,2021-05-21,143746,True,pop
1hGy2eLcmC8eKx7qr1tOqx,Beautiful Girls,Beautiful Girls,Sean Kingston,78,2007-07-23,225373,False,pop
0qOnSQQF0yzuPWsXrQ9paz,Stereo Hearts (feat. Adam Levine),The Papercut Chronicles II,"Gym Class Heroes, Adam Levine",79,2011-11-11,210960,False,pop
2gMXnyrvIjhVBUZwvLZDMP,Before You Go,Divinely Uninspired To A Hellish Extent (Extended Edition),Lewis Capaldi,82,2019-11-22,215106,False,pop
75ZvA4QfFiZvzhj2xkaWAh,I Fall Apart,Stoney - Deluxe,Post Malone,76,2016-12-09,223346,True,pop
5NU6kBZORKaoqS09mOqgXs,23,Bad For Me,Chayce Beckham,74,2024-04-05,228144,False,pop
1w327AHTCoChRIkJUprAnV,Mirage,A Collection of Fleeting Moments and Daydreams,Orion Sun,75,2020-01-06,57495,False,pop
1DbZAffh8GGwW41Q3AU8iC,Flower Shops (feat. Morgan Wallen),FLOWER SHOPS (THE ALBUM),"ERNEST, Morgan Wallen",72,2022-03-11,214405,False,pop
2VOomzT6VavJOGBeySqaMc,Disturbia,Good Girl Gone Bad: Reloaded,Rihanna,78,2008-06-02,238626,False,pop
4ROYC4vHfPZ28mqz0eLrzL,Kaleidoscope,The Rise and Fall of a Midwest Princess,Chappell Roan,74,2023-09-22,222650,False,pop
6HZ9VeI5IRFCNQLXhpF4bq,I Love It (feat. Charli XCX),THIS IS... ICONA POP,"Icona Pop, Charli xcx",73,2013-08-27,157152,True,pop
4Kz4RdRCceaA9VgTqBhBfa,The Motto,Take Care (Deluxe),"Drake, Lil Wayne",73,2011-11-15,181573,True,pop
1RGIjMFMgJxkZHMDXVYzOJ,Bartender (feat. Akon),Epiphany (Expanded Edition),"T-Pain, Akon",75,2007-06-05,238800,True,pop
1X1DWw2pcNZ8zSub3uhlNz,Hall of Fame (feat. will.i.am),#3,"The Script, will.i.am",70,2012-09-10,202533,False,pop
5KD6AEm19QnMbfWpfoOHMl,Now That We Don't Talk (Taylor's Version) (From The Vault),1989 (Taylor's Version),Taylor Swift,77,2023-10-26,146436,False,pop
0nnwn7LWHCAu09jfuH1xTA,Slide,Dizzy up the Girl,The Goo Goo Dolls,74,1998,212066,False,pop
6k1gOoC7yKaPTnnaXO4V3z,I'm the Worst,Have A Nice Day,Treaty Oak Revival,71,2023-11-24,191453,True,pop
3hlGuz3loYoLfI3bpwieWq,I Hate It Here,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,77,2024-04-19,243875,False,pop
1FlL8ycld6uVDDyhV7P5FA,Cúrame,VICE VERSA,Rauw Alejandro,83,2021-12-10,164705,True,pop
2GAhgAjOhEmItWLfgisyOn,Low,SOS,SZA,76,2022-12-09,181080,True,pop
1cKHdTo9u0ZymJdPGSh6nq,I Was Never There,"My Dear Melancholy,","The Weeknd, Gesaffelstein",82,2018-03-30,241066,False,pop
2xZ0zfuDTv5LxLhEgD82PG,Awkward,Ctrl (Deluxe),SZA,75,2022-06-09,178000,True,pop
2LXtyj95dK56ENS1QLt4IB,Beach Baby,Blood Bank,Bon Iver,76,2009-01-20,160093,False,pop
1hZsWUnLbqRw09jLAMQSsb,CLASSY 101,FERXXOCALIPSIS,"Feid, Young Miko",82,2023-12-01,195586,True,pop
2ZAEbGGj1yXJRCoVaEn16K,Dirty (feat. Teddy Swims),Dirty (feat. Teddy Swims),"Jessie Murph, Teddy Swims",75,2024-08-02,173361,True,pop
2tGvwE8GcFKwNdAXMnlbfl,happier,SOUR,Olivia Rodrigo,82,2021-05-21,175933,True,pop
1oTo3ijRbaDAtrjJrGAPSw,I Miss You,blink-182,blink-182,76,2003-01-01,227240,False,pop
4Fv6wNYUixnYkj3Dgfrls8,Tumblr Girls (feat. Christoph Andersson),These Things Happen,"G-Eazy, Christoph Andersson",78,2014-06-20,255680,True,pop
1xUddpWyEuYl5T3mduKnOJ,Lady Killers II,Lady Killers II,G-Eazy,80,2024-03-17,297794,True,pop
6QFCMUUq1T2Vf5sFUXcuQ7,Beauty And A Beat,Believe,"Justin Bieber, Nicki Minaj",80,2012-01-01,227986,False,pop
5enxwA8aAbwZbf5qCHORXi,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,80,2021-11-12,613026,True,pop
3DZQ6mzUkAdHqZWzqxBKIK,Loveeeeeee Song,Unapologetic (Deluxe),"Rihanna, Future",71,2012-12-11,256320,True,pop
2ihCaVdNZmnHZWt0fvAM7B,Little Talks,My Head Is An Animal,Of Monsters and Men,79,2012-01-01,266600,False,pop
09CtPGIpYB4BrO8qb1RGsF,Sorry,Purpose (Deluxe),Justin Bieber,83,2015-11-13,200786,False,pop
3t6gUcGYLrUuqwpXjOFWQc,I Never Lie,Cold Beer & Country Music,Zach Top,71,2024-04-05,224906,False,pop
3BKD1PwArikchz2Zrlp1qi,Baby Don't Hurt Me,Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray",85,2023-04-06,140017,False,pop
1yvMUkIOTeUNtNWlWRgANS,Unstoppable,This Is Acting (Deluxe Version),Sia,78,2016-10-21,217746,False,pop
7qiZfU4dY1lWllzX7mPBI3,Shape of You,÷ (Deluxe),Ed Sheeran,85,2017-03-03,233712,False,pop
0QkWikH5Z3U0f79T9iuF6c,Judas,Born This Way,Lady Gaga,72,2011-01-01,249066,False,pop
4JGKZS7h4Qa16gOU3oNETV,Dreams,"Everybody Else Is Doing It, So Why Can't We?",The Cranberries,78,1993-03-01,271560,False,pop
1bDbXMyjaUIooNwFE9wn0N,Rich Flex,Her Loss,"Drake, 21 Savage",77,2022-11-04,239359,True,pop
65OVbaJR5O1RmwOQx0875b,Wants and Needs (feat. Lil Baby),Scary Hours 2,"Drake, Lil Baby",75,2021-03-05,192956,True,pop
4bw8mcDUSRWfQo63ZTYRnU,Según Quién,Don Juan,"Maluma, Carin Leon",84,2023-08-25,142334,True,pop
4llK75pXNWZz6KAho2Gp16,She Will Be Loved - Radio Mix,Songs About Jane: 10th Anniversary Edition,Maroon 5,81,2002,259453,False,pop
2nGFzvICaeEWjIrBrL2RAx,Put Your Records On,Corinne Bailey Rae,Corinne Bailey Rae,78,2006-01-01,215360,False,pop
5mIOsPuQdXchVY0jB5NO9Q,4EVER,4EVER,Clairo,74,2018-04-27,159595,False,pop
5bgwqaRSS3M8WHWruHgSL5,8TEEN,American Teen,Khalid,75,2017-04-27,228600,False,pop
2Fxmhks0bxGSBdJ92vM42m,bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,81,2019-03-29,194087,False,pop
7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",84,2018-04-06,214846,False,pop
5sMEEjviCkH6Rp5X2ZvIIc,Everything is romantic,BRAT,Charli xcx,77,2024-06-07,203482,False,pop
6epn3r7S14KUqlReYr77hA,Baby,My World 2.0,"Justin Bieber, Ludacris",81,2010-01-01,214240,False,pop
2wSTnntOPRi7aQneobFtU4,Shirt,SOS,SZA,76,2022-12-09,181840,True,pop
3pR7ZToCrzeNkfEf6n2rVR,B.A.S. (feat. Kyle Richh),MEGAN,"Megan Thee Stallion, Kyle Richh",73,2024-06-28,206461,True,pop
6ihL9TjfRjadfEePzXXyVF,Gives You Hell,When The World Comes Down,The All-American Rejects,71,2008-01-01,213106,False,pop
0rNqDh9zWWJVTLS4VfceHP,Brickell,MANIFESTING 20-05,"Feid, Yandel",83,2024-04-10,180360,True,pop
60ynsPSSKe6O3sfwRnIBRf,Streets,Hot Pink,Doja Cat,80,2019-11-07,226986,True,pop
7xoUc6faLbCqZO6fQEYprd,One Last Time,My Everything - Deluxe,Ariana Grande,82,2014-08-22,197266,False,pop
2913xXOVAIDAqxzV2g4VcU,The Bolter,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,76,2024-04-19,238241,True,pop
6v9i26kpd5HeRx2XYjG3fp,Mama I Lied,Am I Okay?,Megan Moroney,71,2024-07-12,207735,False,pop
0q8TNCQhwnDwnzq38IVV4l,Guilty Pleasure,The Rise and Fall of a Midwest Princess,Chappell Roan,74,2023-09-22,224583,False,pop
46IZ0fSY2mpAiktS3KOqds,Easy On Me,30,Adele,84,2021-11-19,224694,False,pop
4vHNeBWDQpVCmGbaccrRzi,Goodie Bag,Goodie Bag,Still Woozy,75,2017-11-05,146390,True,pop
04KTF78FFg8sOHC1BADqbY,Hot In Herre,Nellyville,Nelly,76,2002-06-25,228240,True,pop
1FkoVC85Ds3mFoK0fVqEqP,Self Esteem,Smash,The Offspring,77,1994-04-08,257826,False,pop
1qEmFfgcLObUfQm0j1W2CK,Late Night Talking,Harry's House,Harry Styles,79,2022-05-20,177954,False,pop
4JpazKcfOhbwqZrsYhzHee,Jackie and Wilson,Hozier (Expanded Edition),Hozier,71,2014-09-19,223120,False,pop
5Qy6a5KzM4XlRxsNcGYhgH,6 Foot 7 Foot,Tha Carter IV (Complete Edition),"Lil Wayne, Cory Gunz",70,2011-08-29,248586,True,pop
23oxJmDc1V9uLUSmN2LIvx,Ocean Avenue,Ocean Avenue,Yellowcard,73,2003-01-01,198266,False,pop
1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones (feat. Sia),Wild Ones,"Flo Rida, Sia",79,2012-06-22,232946,False,pop
3CA9pLiwRIGtUBiMjbZmRw,Nice For What,Scorpion,Drake,76,2018-06-29,210746,True,pop
0BCPKOYdS2jbQ8iyB56Zns,Clocks,A Rush of Blood to the Head,Coldplay,83,2002-08-27,307879,False,pop
2OpBganfGk2GVdSlRdxzaX,Better,Suncity,Khalid,77,2018-10-19,229320,True,pop
51hyZpbJlIgZIaX3TtMxmu,run for the hills,THINK LATER,Tate McRae,76,2023-12-08,143940,True,pop
2ekn2ttSfGqwhhate0LSR0,New Rules,Dua Lipa (Deluxe),Dua Lipa,82,2017-06-02,209320,False,pop
1PtQJZVZIdWIYdARpZRDFO,Running Up That Hill (A Deal With God),Hounds Of Love,Kate Bush,80,1985-09-16,298933,False,pop
1Jo0Zg7XlrA6z0mFTZVdkn,Don't Stop The Music,Good Girl Gone Bad,Rihanna,71,2007-01-01,267080,False,pop
56y1jOTK0XSvJzVv9vHQBK,Paint The Town Red,Scarlet,Doja Cat,79,2023-09-20,230480,True,pop
45wMBGri1PORPjM9PwFfrS,Blank Space (Taylor's Version),1989 (Taylor's Version),Taylor Swift,79,2023-10-26,231833,False,pop
0i5el041vd6nxrGEU8QRxy,Cruise,Here's To The Good Times,Florida Georgia Line,71,2012-01-01,208960,False,pop
6cmm1LMvZdB5zsCwX5BjqE,Down,All Or Nothing,"Jay Sean, Lil Wayne",77,2009-01-01,212506,False,pop
5WphWTUIfRe7x8NZss79cY,Let Me Love You,Turning Point,Mario,70,2004-12-06,249093,False,pop
1y4eb6hmAvsqlDOl3fx9kk,Hot N Cold,One Of The Boys,Katy Perry,71,2008-06-17,220226,False,pop
3sW3oSbzsfecv9XoUdGs7h,Enchanted (Taylor's Version),Speak Now (Taylor's Version),Taylor Swift,80,2023-07-07,353253,False,pop
1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,Don't Let Me Down,"The Chainsmokers, Daya",81,2016-02-05,208373,False,pop
2KtGiBi5CrX2ERPD2PAS34,Dancin’ In The Country,Tyler Hubbard,Tyler Hubbard,72,2023-01-27,179640,False,pop
1qrpoAMXodY6895hGKoUpA,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,81,2021-04-09,231124,False,pop
2nRMW95dnOILirpjbksLTs,Never Let Go,Never Let Go,Jung Kook,86,2024-06-07,166812,False,pop
285hMzLhJwHVLe9QT9qilk,Breakeven,The Script,The Script,78,2008-07-14,261426,False,pop
4PhsKqMdgMEUSstTDAmMpg,Often,Beauty Behind The Madness,The Weeknd,79,2015-08-28,249040,True,pop
62AuGbAkt8Ox2IrFFb8GKV,Sweet Caroline,Sweet Caroline,Neil Diamond,77,1969-06-06,203573,False,pop
1YsU8rW2u8z4F0pwOBQ4Ea,feelslikeimfallinginlove,feelslikeimfallinginlove,Coldplay,85,2024-06-21,237803,False,pop
3YJJjQPAbDT7mGpX3WtQ9A,Good Days,Good Days,SZA,76,2020-12-25,279204,True,pop
1VJwtWR6z7SpZRwipI12be,Candy,Amala,Doja Cat,79,2018-03-30,190920,True,pop
60nZcImufyMA1MKQY3dcCH,"Happy - From ""Despicable Me 2""",G I R L,Pharrell Williams,80,2014-03-03,232720,False,pop
6i8MbzVn4nzyjUcSoVcz7B,Armageddon,Armageddon - The 1st Album,aespa,78,2024-05-27,196466,False,pop
1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,The Thrill Of It All - Special Edition,Sam Smith,83,2017-11-03,201000,False,pop
6nek1Nin9q48AVZcWs9e9D,Paradise,Mylo Xyloto,Coldplay,83,2011-10-24,278719,False,pop
1rmEsOezwf2lmIZTMAO5Ag,Chloe or Sam or Sophia or Marcus,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,76,2024-04-19,213281,False,pop
5D34wRmbFS29AjtTOP2QJe,"yes, and?",eternal sunshine,Ariana Grande,79,2024-03-08,214994,True,pop
26QLJMK8G0M06sk7h7Fkse,love is embarrassing,GUTS,Olivia Rodrigo,76,2023-09-08,154516,True,pop
0GROiXm03OrMC5ltXLhGIu,The Party & The After Party,House Of Balloons (Original),The Weeknd,74,2011-03-21,459659,True,pop
3JA9Jsuxr4xgHXEawAdCp4,Just Can’t Get Enough,The Beginning,Black Eyed Peas,78,2010-01-01,219426,False,pop
1hjRhYpWyqDpPahmSlUTlc,Style (Taylor's Version),1989 (Taylor's Version),Taylor Swift,79,2023-10-26,231000,False,pop
1Rweq7vNjK4kZBbGrmxQsl,bye,eternal sunshine,Ariana Grande,78,2024-03-08,164927,False,pop
3rdAz1fbUfZxYgaCviYhRo,Todo De Ti,VICE VERSA,Rauw Alejandro,81,2021-12-10,199604,True,pop
04sN26COy28wTXYj3dMoiZ,Bored,Bored,Billie Eilish,80,2017-03-30,180933,False,pop
1o82DwNisONAd2mu1RcGE6,Margaret (feat. Bleachers),Did you know that there's a tunnel under Ocean Blvd,"Lana Del Rey, Bleachers",79,2023-03-24,339890,False,pop
4k7x3QKrc3h3U0Viqk0uop,Rosyln,The Twilight Saga: New Moon (Original Motion Picture Soundtrack),"Bon Iver, St. Vincent",74,2009-10-16,289560,False,pop
1p80LdxRV74UKvL8gnD7ky,Blank Space,1989,Taylor Swift,71,2014-10-27,231826,False,pop
01aTsQoKoeXofSTvKuunzv,Lean On,Peace Is The Mission,"Major Lazer, DJ Snake, MØ",75,2015-06-01,176561,False,pop
63y6xWR4gXz7bnUGOk8iI6,Into You,Dangerous Woman,Ariana Grande,71,2016-05-20,244453,False,pop
6CcJMwBtXByIz4zQLzFkKc,i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,79,2019-03-29,291796,False,pop
2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,Narrated For You,Alec Benjamin,82,2018-11-16,169353,False,pop
6WlmEymaXKMRs3D2c4j6os,Inside Out,Stratosphere,Duster,76,1998-02-24,141040,False,pop
214nt20w5wOxJnY462klLw,Miss Americana & The Heartbreak Prince,Lover,Taylor Swift,78,2019-08-23,234146,False,pop
5og4Qzt92jJzVDkOtSEilb,But Daddy I Love Him,THE TORTURED POETS DEPARTMENT,Taylor Swift,77,2024-04-18,340428,True,pop
4Wos0h9ECU2Z3oJMTQxpbc,Read your Mind,emails i can't send,Sabrina Carpenter,76,2022-07-15,207849,False,pop
09IStsImFySgyp0pIQdqAc,The Middle,The Middle,"Zedd, Maren Morris, Grey",78,2018-01-23,184732,False,pop
5Y77SQxEr1eiofPeUTPHxM,You,Street Love,"Lloyd, Lil Wayne",73,2007-01-01,273133,False,pop
3rnAobCeh4uD1NfNpbNc2e,Nobody's Soldier,Unaired,Hozier,67,2024-08-16,237200,False,pop
3MrWxJaD2AT0W9DjWF64Vm,Come On Eileen,Too Rye Ay,Dexys Midnight Runners,76,1982-07-22,287306,False,pop
1uigwk5hNV84zRd5YQQRTk,Pocketful of Sunshine,Pocketful Of Sunshine,Natasha Bedingfield,76,2007-04-27,202906,False,pop
6CjtS2JZH9RkDz5UVInsa9,Thrift Shop (feat. Wanz),The Heist,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Wanz",79,2012-10-09,235613,True,pop
3mfER4ORePHvN35cbZ3dkV,Where Are You Now,All Stand Together,"Lost Frequencies, Calum Scott",83,2023-11-10,149066,False,pop
7H6ev70Weq6DdpZyyTmUXk,Say My Name,The Writing's On The Wall,Destiny's Child,78,1999-07-27,271333,False,pop
2TktkzfozZifbQhXjT6I33,Evergreen (You Didn’t Deserve Me At All),Ivory,Omar Apollo,75,2022-04-08,216680,False,pop
6gU9OKjOE7ghfEd55oRO57,The Weekend,Ctrl,SZA,74,2017-06-09,272186,True,pop
0wHFktze2PHC5jDt3B17DC,First Class,Come Home The Kids Miss You,Jack Harlow,76,2022-05-06,173947,True,pop
1qKCO2Tocwg8CbepJ9uDtd,Mean girls,BRAT,Charli xcx,75,2024-06-07,189410,True,pop
11hEwcy9LMEvzAlOYAFhkK,"not a lot, just forever",songs,Adrianne Lenker,74,2020-10-23,250198,False,pop
5sdQOyqq2IDhvmx2lHOpwd,Super Shy,NewJeans 'Super Shy',NewJeans,81,2023-07-07,154666,False,pop
5odlY52u43F5BjByhxg7wg,golden hour,this is what ____ feels like (Vol. 1-4),JVKE,78,2022-09-23,209259,False,pop
7FlQk2gJ6TBrHHiidvdR2O,MAMIII,ESQUEMAS,"Becky G, KAROL G",81,2022-05-13,226093,False,pop
2IVsRhKrx8hlQBOWy4qebo,Mr. Loverman,Montgomery Ricky,Ricky Montgomery,80,2016-04-08,216880,False,pop
1Hv1VTm8zeOeybub15mA2R,Smooth Operator - Single Version,The Best of Sade,Sade,80,1994-10-31,258693,False,pop
30cSNer6TV8x2utjULVeQ5,SOS,A Girl Like Me,Rihanna,77,2006-04-10,238920,False,pop
3Kj2EWpIBnvETsYq4cq0IH,Big Black Car,This Empty Northern Hemisphere,Gregory Alan Isakov,74,2009-01-01,217466,False,pop
1XrSjpNe49IiygZfzb74pk,What Once Was,Songs of Her's,Her's,75,2017-05-12,255067,False,pop
2VxeLyX666F8uXCJ0dZF8B,Shallow,A Star Is Born Soundtrack,"Lady Gaga, Bradley Cooper",83,2018-10-05,215733,False,pop
6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,Oops!... I Did It Again,Britney Spears,80,2000-05-16,211160,False,pop
0Oqc0kKFsQ6MhFOLBNZIGX,Doin' Time,Norman Fucking Rockwell!,Lana Del Rey,79,2019-08-30,202192,True,pop
0lHAMNU8RGiIObScrsRgmP,Titanium (feat. Sia),Nothing but the Beat 2.0,"David Guetta, Sia",70,2011-08-24,245040,False,pop
1DqdF42leyFIzqNDv9CjId,Dynamite,Rokstarr,Taio Cruz,71,2010-01-01,203866,False,pop
34cLr4m5Sxe84XE5oBfO2Q,Out of Oklahoma (From Twisters: The Album),Out of Oklahoma (From Twisters: The Album),Lainey Wilson,72,2024-06-20,208266,False,pop
2iuZJX9X9P0GKaE93xcPjk,Sugar,V,Maroon 5,79,2014-09-02,235493,True,pop
5PyDJG7SQRgWXefgexqIge,Agora Hills,Scarlet,Doja Cat,77,2023-09-20,265360,True,pop
2HRgqmZQC0MC7GeNuDIXHN,Seven (feat. Latto) (Explicit Ver.),GOLDEN,"Jung Kook, Latto",86,2023-11-03,183550,True,pop
6VpH2prT3NGiK5pnpG2L3J,Bulletproof,Bulletproof,Nate Smith,72,2024-02-09,183919,False,pop
0RUGuh2uSNFJpGMSsD1F5C,It Will Rain,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),Bruno Mars,69,2011-11-04,257720,False,pop
5Ohxk2dO5COHF1krpoPigN,Sign of the Times,Harry Styles,Harry Styles,81,2017-05-12,340706,False,pop
5fdhThPDe6jQQDqCyWrdAn,Jolene,Jolene (Expanded Edition),Dolly Parton,77,1974,161533,False,pop
5oQcOu1omDykbIPSdSQQNJ,1985,A Hangover You Don't Deserve,Bowling For Soup,72,2004,193000,False,pop
5Eh1nj7IjV9lwpcKAkidyY,One Of Your Girls,Something To Give Each Other,Troye Sivan,77,2023-10-13,181481,False,pop
0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),"Rema, Selena Gomez",82,2022-08-25,239317,False,pop
22vgEDb5hykfaTwLuskFGD,Sucker,Happiness Begins,Jonas Brothers,78,2019-06-07,181026,False,pop
3OHfY25tqY28d16oZczHc8,Kill Bill,SOS,SZA,79,2022-12-09,153946,False,pop
15DeqWWQB4dcEWzJg15VrN,Our Song,Taylor Swift,Taylor Swift,70,2006-10-24,201106,False,pop
5yuShbu70mtHXY0yLzCQLQ,Go Flex,Stoney - Deluxe,Post Malone,75,2016-12-09,179613,True,pop
0EcQcdcbQeVJn9fknj44Be,I Like Me Better,I met you when I was 18. (the playlist),Lauv,80,2018-05-31,197436,False,pop
5xTtaWoae3wi06K5WfVUUH,Shake It Off,1989,Taylor Swift,70,2014-10-27,219200,False,pop
3siwsiaEoU4Kuuc9WKMUy5,No One Noticed,Submarine,The Marías,72,2024-05-31,236906,False,pop
2G1tXoGBaEMJ7FKGnkf6ud,Wake Up in the Sky,Evil Genius,"Gucci Mane, Bruno Mars, Kodak Black",77,2018-12-07,203161,True,pop
3Z0qLOS0cqWKPHXkbTXmNF,Gilded Lily,Offering,Cults,77,2022-10-26,212736,False,pop
22PMfvdz35fFKYnJyMn077,Marry You,Doo-Wops & Hooligans,Bruno Mars,74,2010-05-11,230192,False,pop
4e1aewX6ATPcdfQIqr7gqO,Sticky,Sticky,KISS OF LIFE,82,2024-07-01,157120,False,pop
0QHEIqNKsMoOY5urbzN48u,Made You Look,Takin' It Back,Meghan Trainor,80,2022-10-21,134256,False,pop
53KWkwzQq47p13swqiLAMI,Love Me Anyway,Love Me Anyway,Chappell Roan,73,2020-05-01,233325,False,pop
7LR85XLWw2yXqKBSI5brbG,Run This Town,The Blueprint 3,"JAY-Z, Rihanna, Kanye West",77,2009-09-08,267520,True,pop
6jRq8gaZhMUyy5RclRPcAf,hot girl bummer,everything means nothing,blackbear,76,2020-08-21,188343,True,pop
41bIQPBE1lFN0mmw6Lmssz,21 Questions,Get Rich Or Die Tryin',"50 Cent, Nate Dogg",71,2003-02-06,224426,True,pop
40YcuQysJ0KlGQTeGUosTC,"Me, Myself & I",When It's Dark Out,"G-Eazy, Bebe Rexha",80,2015-12-04,251466,True,pop
6xkryXuiZU360Lngd4sx13,Fantasy,Daydream,Mariah Carey,75,1995-10-03,243493,False,pop
2CeKVsFFXG4QzA415QygGb,Feliz Cumpleaños Ferxxo,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,Feid,83,2022-09-14,155960,False,pop
5xo8RrjJ9CVNrtRg2S3B1R,Motion Sickness,Stranger in the Alps,Phoebe Bridgers,74,2017-09-22,229760,False,pop
02VBYrHfVwfEWXk5DXyf0T,Leave The Door Open,An Evening With Silk Sonic,"Bruno Mars, Anderson .Paak, Silk Sonic",79,2021-11-11,242096,False,pop
3vkQ5DAB1qQMYO4Mr9zJN6,Gimme! Gimme! Gimme! (A Man After Midnight),Voulez-Vous,ABBA,81,1979,292613,False,pop
4ofwffwvvnbSkrMSCKQDaC,Shotgun,Staying at Tamara's,George Ezra,79,2018-03-23,201287,False,pop
7FYH5AW3bVfZHJIQpq3UOA,I Don't Fuck With You,Dark Sky Paradise,"Big Sean, E-40",72,2015-02-23,284386,True,pop
3LmvfNUQtglbTrydsdIqFU,We Belong Together,The Emancipation of Mimi,Mariah Carey,70,2005-04-12,201400,False,pop
